측정일시,SO2,CO,O3,NO2,PM10
2013-01-01,0.0059050000000000005,0.6656666666666666,0.009735,0.04004166666666666,35.906666666666666
2013-01-02,0.004955,0.3981666666666667,0.026858333333333335,0.01697,18.043333333333333
2013-01-03,0.00653,0.5095000000000001,0.02021,0.024063333333333336,29.533333333333335
2013-01-04,0.00726,0.7373333333333334,0.009761666666666667,0.04440333333333333,42.86666666666667
2013-01-05,0.0078049999999999994,1.0023333333333333,0.004575,0.06111833333333333,58.51333333333333
2013-01-06,0.010146666666666667,1.1395,0.009786666666666667,0.05149166666666667,86.06333333333333
2013-01-07,0.008506666666666668,1.0806666666666667,0.007595000000000001,0.05885166666666666,72.33666666666667
2013-01-08,0.010095,1.0563333333333333,0.012536666666666666,0.05154,68.755
2013-01-09,0.0063816666666666666,0.5136666666666667,0.02240333333333333,0.02674,31.591666666666665
2013-01-10,0.007573333333333333,0.6793333333333333,0.013213333333333334,0.042168333333333335,38.651666666666664
2013-01-11,0.008136666666666667,0.9098333333333334,0.004018333333333333,0.059351666666666664,53.34
2013-01-12,0.012233333333333334,1.0873333333333333,0.004528333333333333,0.05531833333333333,107.83833333333334
2013-01-13,0.011278333333333333,1.5966666666666667,0.00458,0.05798166666666667,154.855
2013-01-14,0.00981,1.3533333333333335,0.010369999999999999,0.05598,118.05666666666666
2013-01-15,0.011626666666666667,1.3355000000000001,0.005288333333333334,0.06715,115.70833333333334
2013-01-16,0.010263333333333333,1.0793333333333335,0.01035,0.055575,92.85166666666666
2013-01-17,0.011778333333333333,1.0251666666666666,0.01666166666666667,0.04044666666666666,111.92
2013-01-18,0.0073750000000000005,0.7508333333333332,0.011243333333333334,0.04996333333333333,53.18833333333333
2013-01-19,0.013071666666666665,0.997,0.007906666666666666,0.059138333333333334,75.97333333333333
2013-01-20,0.012495000000000001,1.1268333333333334,0.009546666666666667,0.05532,106.69333333333334
2013-01-21,0.005084999999999999,0.7068333333333334,0.010075,0.04227666666666667,31.0
2013-01-22,0.004373333333333333,0.5811666666666667,0.011798333333333333,0.03823833333333333,12.871666666666668
